Name;chrom;start;end;position;peakheight;nc;occ;fuzziness
N10:587111;chr10;587038;587184;"+2:YJR088C; ";2,38;4;50,5;32,665
N10:587291;chr10;587218;587364;"+1:YJR088C; ";2,68;4;100;34,665
N10:587627;chr10;587554;587700;"+1:YJR089W; ";2,99;3;100;1,528
N10:587809;chr10;587736;587882;"+2:YJR089W; ";2,95;3;85,33;3,786
N10:587988;chr10;587915;588061;"+3:YJR089W; ";2,65;5;96,5;41,71
N10:588228;chr10;588155;588301;"+4:YJR089W; ";2,40;3;100;14,422
N10:588381;chr10;588308;588454;"+5:YJR089W; ";2,01;5;89,33;50,603
N10:588528;chr10;588455;588601;"+6:YJR089W; ";2,00;4;94;54,559
N10:588697;chr10;588624;588770;"+7:YJR089W; ";2,53;4;82,5;32,17
N10:589013;chr10;588940;589086;"+9:YJR089W; ";2,81;3;89;7,55
N10:589311;chr10;589238;589384;"+11:YJR089W; ";2,79;3;100;8,083
N10:589497;chr10;589424;589570;"+12:YJR089W; ";2,82;4;98,5;35,185
N10:589678;chr10;589605;589751;"+13:YJR089W; ";2,69;3;100;9,866
N10:589952;chr10;589879;590025;"+15:YJR089W; ";2,21;4;89;32,792
N10:590125;chr10;590052;590198;"+16:YJR089W; ";2,68;5;95,5;38,402
N10:590296;chr10;590223;590369;"+17:YJR089W; ";3,65;4;61,5;8,461
N10:590461;chr10;590388;590534;"+18*:YJR089W; ";1,25;5;89;61,068
N10:590623;chr10;590550;590696;;2,16;3;100;19,63
N10:590848;chr10;590775;590921;;1,45;4;100;38,344
N10:591040;chr10;590967;591113;;2,89;4;100;38,188
N10:591250;chr10;591177;591323;;2,39;3;97;14,799
N10:591545;chr10;591472;591618;;2,40;5;92,67;36,746
N10:591825;chr10;591752;591898;;2,83;4;95,67;35,824
N10:592071;chr10;591998;592144;;2,65;4;85,67;23,195
N10:592338;chr10;592265;592411;;2,66;5;93,67;26,857
N10:592499;chr10;592426;592572;;3,23;4;48,5;14,056
N10:592737;chr10;592664;592810;;2,27;4;99;23,65
N10:592941;chr10;592868;593014;;2,24;5;99,25;36,266
N10:593229;chr10;593156;593302;;2,36;4;48;22,03
N10:593392;chr10;593319;593465;;1,53;3;100;33,858
N10:593567;chr10;593494;593640;;2,05;3;74,33;23,965
N10:593729;chr10;593656;593802;;2,39;4;65,67;37,643
N10:593917;chr10;593844;593990;;2,33;5;100;46,307
N10:594166;chr10;594093;594239;"+3*:YJR090C; ";3,08;5;100;33,478
N10:594320;chr10;594247;594393;"+2:YJR090C; ";2,62;4;100;29,439
N10:594495;chr10;594422;594568;"+1:YJR090C; ";2,15;5;81;37,63
N10:594771;chr10;594698;594844;"+19*:YJR091C; -1:YJR090C; ";2,76;4;67,5;29,375
N10:594945;chr10;594872;595018;"+18:YJR091C; ";2,93;5;100;37,249
N10:595194;chr10;595121;595267;"+17:YJR091C; ";1,99;3;92,67;32,393
N10:595504;chr10;595431;595577;"+15:YJR091C; ";2,11;5;83,75;47,178
N10:595748;chr10;595675;595821;"+14:YJR091C; ";2,81;4;92,67;17,823
N10:595926;chr10;595853;595999;"+13:YJR091C; ";1,03;4;95,33;51,655
N10:596077;chr10;596004;596150;"+12:YJR091C; ";1,94;5;99;38,538
N10:596295;chr10;596222;596368;"+11:YJR091C; ";2,68;5;100;36,076
N10:596501;chr10;596428;596574;"+10:YJR091C; ";2,71;5;90,33;30,364
N10:596732;chr10;596659;596805;"+9:YJR091C; ";2,19;6;93,75;50,986
N10:596893;chr10;596820;596966;"+8:YJR091C; ";2,73;4;100;35,302
N10:597122;chr10;597049;597195;"+7:YJR091C; ";1,00;1;-2;0
N10:597274;chr10;597201;597347;"+6:YJR091C; ";2,81;6;91,75;38,433
N10:597485;chr10;597412;597558;"+5:YJR091C; ";2,61;6;64,5;31,2
N10:597664;chr10;597591;597737;"+4:YJR091C; ";2,92;4;100;29,781
N10:597820;chr10;597747;597893;"+3:YJR091C; ";1,81;4;100;55,465
N10:597983;chr10;597910;598056;"+2:YJR091C; ";2,75;5;83;48,127
N10:598153;chr10;598080;598226;"+1:YJR091C; ";2,74;5;91,75;52
N10:598323;chr10;598250;598396;"0:YJR091C; -1:YJR092W; ";2,98;4;100;36,065
N10:598594;chr10;598521;598667;"0:YJR092W; ";2,41;5;93;37,928
N10:598769;chr10;598696;598842;"+2:YJR092W; ";2,47;4;100;34,496
N10:599032;chr10;598959;599105;"+4:YJR092W; ";2,68;4;91,75;33,19
N10:599192;chr10;599119;599265;"+5:YJR092W; ";2,87;5;90,33;47,66
N10:599408;chr10;599335;599481;"+6:YJR092W; ";2,80;4;100;36,719
N10:599567;chr10;599494;599640;"+7:YJR092W; ";2,37;3;34;15,144
N10:599856;chr10;599783;599929;"+9:YJR092W; ";3,20;6;63,5;43,625
N10:600019;chr10;599946;600092;"+10:YJR092W; ";3,78;5;100;15,46
N10:600167;chr10;600094;600240;"+11:YJR092W; ";3,00;5;100;27,644
N10:600323;chr10;600250;600396;"+12:YJR092W; ";2,54;5;82,5;44,672
N10:600632;chr10;600559;600705;"+14:YJR092W; ";2,98;5;99;32,685
N10:601020;chr10;600947;601093;"+16:YJR092W; ";3,01;5;79,67;22,65
N10:601193;chr10;601120;601266;"+17:YJR092W; ";1,98;3;89;40,204
N10:601470;chr10;601397;601543;"+19:YJR092W; ";3,18;5;89;33,11
N10:601684;chr10;601611;601757;"+20:YJR092W; ";1,96;3;83,5;36,254
N10:601837;chr10;601764;601910;"+21:YJR092W; ";2,43;6;95,75;42,627
N10:602022;chr10;601949;602095;"+22:YJR092W; ";2,11;5;92,67;40,407
N10:602207;chr10;602134;602280;"+23:YJR092W; ";3,62;4;57,5;9,032
N10:602508;chr10;602435;602581;"+25:YJR092W; ";2,78;5;100;33,971
N10:602769;chr10;602696;602842;"+27:YJR092W; ";1,96;5;93;44,671
N10:602922;chr10;602849;602995;"+28:YJR092W; ";2,83;5;87;50,301
N10:603069;chr10;602996;603142;"+7*:YJR093C; +29*:YJR092W; ";2,00;3;100;41,284
N10:603279;chr10;603206;603352;"+6:YJR093C; ";2,06;4;100;35,431
N10:603482;chr10;603409;603555;"+5:YJR093C; ";3,15;5;93;21,673
N10:603646;chr10;603573;603719;"+4:YJR093C; ";2,69;3;100;9,866
N10:603805;chr10;603732;603878;"+3:YJR093C; ";3,00;5;100;49,15
N10:603970;chr10;603897;604043;"+2:YJR093C; ";3,00;4;100;35,67
N10:604223;chr10;604150;604296;"0:YJR093C; -1:CUT218; ";3,09;4;100;17,369
N10:604410;chr10;604337;604483;"+9*:YJR094C; -1:YJR093C; 0:CUT218; ";2,59;3;79;11,504
N10:604651;chr10;604578;604724;"+8:YJR094C; +2:CUT218; ";2,95;4;100;45,382
N10:604902;chr10;604829;604975;"+6:YJR094C; +4*:CUT218; ";2,66;5;93;34,318
N10:605215;chr10;605142;605288;"+4:YJR094C; ";2,92;4;99,5;24,581
N10:605367;chr10;605294;605440;"+3:YJR094C; ";2,39;5;100;42,793
N10:605545;chr10;605472;605618;"+2:YJR094C; ";2,34;5;89,67;31,361
N10:605720;chr10;605647;605793;"0:YJR094C; ";2,99;4;98,5;23,964
N10:606102;chr10;606029;606175;"+8:SUT643; ";2,53;5;95;30,762
N10:606305;chr10;606232;606378;"+7:SUT643; ";3,89;6;91,75;23,71
N10:606460;chr10;606387;606533;"+6:SUT643; ";1,92;3;100;52,428
N10:606660;chr10;606587;606733;"+5:SUT643; ";3,91;5;89;14,107
N10:606847;chr10;606774;606920;"-1:Unit379; +4:SUT643; ";1,00;2;78;45,962
N10:607020;chr10;606947;607093;"0:Unit379; +3:SUT643; ";3,10;5;100;22,434
N10:607224;chr10;607151;607297;"+1:Unit379; +2:SUT643; ";2,62;3;89;11,15
N10:607390;chr10;607317;607463;"+2*:Unit379; +1:SUT643; +4*:Unit360; ";2,84;4;78,5;19,956
N10:607640;chr10;607567;607713;"-1:SUT643; +2:Unit360; ";3,47;6;100;30,35
N10:607911;chr10;607838;607984;"-1:YJR094W-A; 0:Unit360; ";2,93;5;90,75;28,192
N10:608084;chr10;608011;608157;"0:YJR094W-A; -1:Unit360; ";1,95;2;34;5,657
N10:608402;chr10;608329;608475;"+2*:YJR094W-A; ";2,06;5;78;48,976
N10:608690;chr10;608617;608763;;2,94;5;75,67;45,318
N10:608839;chr10;608766;608912;;1,70;4;83,5;32,239
N10:609007;chr10;608934;609080;;2,74;4;57,67;34,766
N10:609313;chr10;609240;609386;"-1:Unit380; -1:YJR095W; ";2,95;4;100;33,476
N10:609556;chr10;609483;609629;"0:Unit380; 0:YJR095W; +6*:CUT696; ";2,97;4;82;30,447
N10:609750;chr10;609677;609823;"+2:YJR095W; +5:CUT696; ";2,73;4;100;31,405
N10:609935;chr10;609862;610008;"+3:YJR095W; +4:CUT696; ";2,90;4;100;34,798
N10:610107;chr10;610034;610180;"+4:YJR095W; +3:CUT696; ";2,84;5;100;50,46
N10:610356;chr10;610283;610429;"+6:YJR095W; +1:CUT696; ";3,06;6;100;33,395
N10:610522;chr10;610449;610595;"+7:YJR095W; 0:CUT696; ";2,36;6;83;35,365
N10:610778;chr10;610705;610851;"-1:YJR096W; +9*:YJR095W; ";3,72;5;56;29,24
N10:610987;chr10;610914;611060;"+1:YJR096W; +7*:SUT644; ";2,44;5;100;31,919
N10:611182;chr10;611109;611255;"+2:YJR096W; +6:SUT644; ";2,81;5;100;25,919
N10:611343;chr10;611270;611416;"+3:YJR096W; +5:SUT644; ";2,99;4;100;15,642
N10:611532;chr10;611459;611605;"+4:YJR096W; +4:SUT644; ";1,99;4;86;36,175
N10:611732;chr10;611659;611805;"+5:YJR096W; +3:SUT644; ";1,87;4;75,5;33,866
N10:611904;chr10;611831;611977;"+6*:YJR096W; +2:SUT644; ";3,04;5;91,75;39,984
N10:612069;chr10;611996;612142;"-1:YJR097W; +1:SUT644; ";2,46;5;86,5;38,245
N10:612269;chr10;612196;612342;"+1:YJR097W; -1:SUT644; ";2,39;3;79;14,572
N10:612519;chr10;612446;612592;"+3:YJR097W; ";2,98;4;67;22,241
N10:612691;chr10;612618;612764;"+4:YJR097W; ";2,42;6;100;42,23
N10:612928;chr10;612855;613001;"+14*:YJR098C; +5*:YJR097W; ";2,52;4;99,25;20,597
N10:613174;chr10;613101;613247;"+13:YJR098C; ";3,00;3;100;1
N10:613348;chr10;613275;613421;"+12:YJR098C; ";2,98;4;100;36,207
N10:613530;chr10;613457;613603;"+11:YJR098C; ";2,95;6;100;35,695
N10:613682;chr10;613609;613755;"+10:YJR098C; ";2,64;4;80,5;32,868
N10:613849;chr10;613776;613922;"+9:YJR098C; ";1,97;4;88;52,949
N10:614001;chr10;613928;614074;"+8:YJR098C; ";2,92;5;100;38,314
N10:614150;chr10;614077;614223;"+7:YJR098C; ";2,77;4;100;35,5
N10:614310;chr10;614237;614383;"+6:YJR098C; ";2,00;4;100;38,569
N10:614535;chr10;614462;614608;"+5:YJR098C; ";2,88;5;100;35,914
N10:614799;chr10;614726;614872;"+3:YJR098C; ";2,28;4;100;33,39
N10:615108;chr10;615035;615181;"+1:YJR098C; ";2,98;3;100;2,082
N10:615439;chr10;615366;615512;"+1:YJR099W; ";2,65;4;89,5;32,808
N10:615599;chr10;615526;615672;"+2:YJR099W; ";2,78;5;100;29,235
N10:615772;chr10;615699;615845;"+3:YJR099W; ";3,00;4;100;29,011
N10:615933;chr10;615860;616006;"+4:YJR099W; ";2,05;5;100;37,798
N10:616127;chr10;616054;616200;"+5:YJR099W; ";2,09;4;100;36,764
N10:616413;chr10;616340;616486;"+7:YJR100C; ";2,96;5;94,75;28,893
N10:616676;chr10;616603;616749;"+5:YJR100C; ";2,99;5;100;43,458
N10:616846;chr10;616773;616919;"+4:YJR100C; ";2,38;4;89,5;31,188
N10:617147;chr10;617074;617220;"+2:YJR100C; ";2,93;3;100;4,619
N10:617365;chr10;617292;617438;"0:YJR100C; ";2,59;4;78;20,597
N10:617603;chr10;617530;617676;"-1:YJR100C; ";1,89;4;100;36,674
N10:617770;chr10;617697;617843;"-1:YJR101W; ";2,12;4;100;43,992
N10:617945;chr10;617872;618018;"0:YJR101W; ";1,00;1;-2;0
N10:618200;chr10;618127;618273;"+2:YJR101W; ";2,95;5;100;47,101
N10:618374;chr10;618301;618447;"+3:YJR101W; ";2,91;5;100;37,78
N10:618595;chr10;618522;618668;"+4:YJR101W; ";2,59;3;100;11,547
N10:618750;chr10;618677;618823;"+5:YJR101W; ";2,53;5;100;37,131
N10:618912;chr10;618839;618985;"+6*:YJR101W; ";2,77;4;100;17,078
N10:619079;chr10;619006;619152;"+5*:YJR102C; ";2,01;3;1;29,462
N10:619232;chr10;619159;619305;"+4:YJR102C; ";3,87;5;100;32,401
N10:619392;chr10;619319;619465;"+3:YJR102C; ";1,99;3;100;36,428
N10:619572;chr10;619499;619645;"+2:YJR102C; ";2,96;3;100;3,464
N10:619748;chr10;619675;619821;"-1:Unit381; +1:YJR102C; ";2,97;4;98,5;32,253
N10:619951;chr10;619878;620024;"+1:Unit381; -1:YJR102C; ";2,98;3;97;2,646
N10:620257;chr10;620184;620330;"+2*:Unit361; ";2,17;4;71,5;24,187
N10:620503;chr10;620430;620576;"0:YJR103W; +1:Unit361; ";2,63;4;60,5;36,582
N10:620710;chr10;620637;620783;"+1:YJR103W; -1:Unit361; ";2,00;4;100;39,841
N10:620868;chr10;620795;620941;"+2:YJR103W; ";3,26;5;89;32,568
N10:621023;chr10;620950;621096;"+3:YJR103W; ";1,97;5;100;59,689
N10:621270;chr10;621197;621343;"+4:YJR103W; ";2,92;4;100;27,628
N10:621450;chr10;621377;621523;"+5:YJR103W; ";3,05;6;100;40,077
N10:621600;chr10;621527;621673;"+6:YJR103W; ";1,98;4;100;35,562
N10:621761;chr10;621688;621834;"+7:YJR103W; ";2,35;5;91,75;37,279
N10:622002;chr10;621929;622075;"+8:YJR103W; ";1,44;3;100;32,604
N10:622288;chr10;622215;622361;"+10:YJR103W; ";2,73;4;100;18,385
N10:622599;chr10;622526;622672;"+3:YJR104C; ";2,09;5;88,75;49,12
N10:622749;chr10;622676;622822;"+2:YJR104C; ";2,67;3;60,5;10,149
N10:622918;chr10;622845;622991;"+1:YJR104C; ";4,29;6;79,25;23,656
N10:623163;chr10;623090;623236;"-1:YJR104C; ";1,99;3;70,5;41,885
N10:623320;chr10;623247;623393;"-1:YJR105W; ";1,00;2;100;43,134
N10:623582;chr10;623509;623655;"+2:YJR105W; ";2,80;4;93,33;26,986
N10:623861;chr10;623788;623934;"+4:YJR105W; ";2,43;4;100;35,141
N10:624092;chr10;624019;624165;"+5:YJR105W; ";2,73;6;94,5;47,736
N10:624345;chr10;624272;624418;"+7:YJR105W; ";2,43;4;100;23,796
N10:624550;chr10;624477;624623;"-1:YJR106W; +8*:YJR105W; ";1,01;3;89,5;61,098
N10:624744;chr10;624671;624817;"+1:YJR106W; ";2,70;5;98,33;47,068
N10:624919;chr10;624846;624992;"+2:YJR106W; ";2,54;3;100;12,342
N10:625080;chr10;625007;625153;"+3:YJR106W; ";2,77;4;100;32,388
N10:625247;chr10;625174;625320;"+4:YJR106W; ";2,98;4;100;30,735
N10:625417;chr10;625344;625490;"+5:YJR106W; ";2,94;4;100;32,843
N10:625707;chr10;625634;625780;"+7:YJR106W; ";3,14;5;100;31,166
N10:625899;chr10;625826;625972;"+8:YJR106W; ";3,41;5;86;31,324
N10:626130;chr10;626057;626203;"+9:YJR106W; ";2,05;4;68;45,144
N10:626377;chr10;626304;626450;"+10:YJR106W; ";1,99;3;94,5;36,692
N10:626572;chr10;626499;626645;"+11:YJR106W; ";2,81;6;100;36,823
N10:626738;chr10;626665;626811;"+12:YJR106W; ";2,84;4;100;34,477
N10:626908;chr10;626835;626981;"+13:YJR106W; +11*:SUT646; -1:YJR107W; ";2,65;5;100;37,826
N10:627117;chr10;627044;627190;"+14:YJR106W; +10:SUT646; 0:YJR107W; ";2,33;4;100;28,641
N10:627436;chr10;627363;627509;"+16:YJR106W; +8:SUT646; +2:YJR107W; ";2,86;4;100;36,051
N10:627599;chr10;627526;627672;"+17:YJR106W; +7:SUT646; +3:YJR107W; ";2,00;4;100;37,358
N10:627780;chr10;627707;627853;"+18:YJR106W; +6:SUT646; +4:YJR107W; ";2,98;5;100;32,213
N10:628071;chr10;627998;628144;"+20:YJR106W; +4:SUT646; +6:YJR107W; ";2,40;6;97,25;46,223
N10:628234;chr10;628161;628307;"+21*:YJR106W; +3:SUT646; +7:YJR107W; ";2,31;5;100;49,716
N10:628421;chr10;628348;628494;"+2:SUT646; +8*:YJR107W; ";2,00;3;100;41,581
N10:628581;chr10;628508;628654;"-1:YJR108W; +1:SUT646; ";3,73;5;89;32,399
N10:628839;chr10;628766;628912;"+1:YJR108W; -1:SUT646; ";3,36;4;100;11,927
N10:629075;chr10;629002;629148;"+2:YJR108W; ";2,71;6;100;32,748
N10:629242;chr10;629169;629315;"+3:YJR108W; ";2,71;4;100;31,795
N10:629411;chr10;629338;629484;"+4*:YJR108W; ";2,65;3;89;10,536
N10:629671;chr10;629598;629744;;3,66;5;84,33;22,39
N10:629970;chr10;629897;630043;;2,03;4;90;44,918
N10:630278;chr10;630205;630351;"+17*:YJR109C; ";2,68;4;85,33;34,16
N10:630434;chr10;630361;630507;"+16:YJR109C; ";3,54;6;100;28,946
N10:630683;chr10;630610;630756;"+14:YJR109C; ";2,25;3;100;17,214
N10:630926;chr10;630853;630999;"+13:YJR109C; ";2,53;5;100;44,383
N10:631082;chr10;631009;631155;"+12:YJR109C; ";2,49;3;100;13,229
N10:631236;chr10;631163;631309;"+11:YJR109C; ";2,29;4;100;38,682
N10:631389;chr10;631316;631462;"+10:YJR109C; ";3,48;5;89;23,86
N10:631539;chr10;631466;631612;"+9:YJR109C; ";3,02;6;100;32,94
N10:631833;chr10;631760;631906;"+7:YJR109C; ";2,71;4;100;32,755
N10:631986;chr10;631913;632059;"+6:YJR109C; ";2,19;4;100;29,132
N10:632152;chr10;632079;632225;"+5:YJR109C; ";2,90;3;100;5,508
N10:632393;chr10;632320;632466;"+4:YJR109C; ";2,90;5;100;36,079
N10:632669;chr10;632596;632742;"+2:YJR109C; ";2,44;6;91,75;44,076
N10:632904;chr10;632831;632977;"+1:YJR109C; +2*:Unit362; ";2,88;5;83,75;32,578
N10:633152;chr10;633079;633225;"-1:YJR109C; -1:YJR110W; 0:Unit362; ";2,96;3;100;3,606
N10:633362;chr10;633289;633435;"0:YJR110W; -1:Unit362; ";1,00;2;26;41,012
N10:633530;chr10;633457;633603;"+1:YJR110W; ";2,32;4;100;33,35
N10:633688;chr10;633615;633761;"+2:YJR110W; ";2,69;5;100;35,738
N10:633859;chr10;633786;633932;"+3:YJR110W; ";2,97;5;100;39,15
N10:634018;chr10;633945;634091;"+4:YJR110W; ";2,96;3;85,33;3,464
N10:634245;chr10;634172;634318;"+5:YJR110W; ";2,88;5;87;32,741
N10:634415;chr10;634342;634488;"+6:YJR110W; ";2,22;5;85,33;42,934
N10:634709;chr10;634636;634782;"+8:YJR110W; ";2,44;4;98,5;21,808
N10:635026;chr10;634953;635099;"+10:YJR110W; ";3,49;5;99,25;26,281
N10:635324;chr10;635251;635397;"+12:YJR110W; ";3,31;6;94,5;26,189
N10:635498;chr10;635425;635571;"+13:YJR110W; ";2,69;3;100;9,849
N10:635656;chr10;635583;635729;"+14*:YJR110W; ";3,10;6;60;32,229
N10:635846;chr10;635773;635919;"+6*:YJR111C; ";2,95;4;100;26,87
N10:636010;chr10;635937;636083;"+5:YJR111C; ";3,73;5;100;28,595
N10:636186;chr10;636113;636259;"+4:YJR111C; ";2,88;4;100;30,397
N10:636350;chr10;636277;636423;"+3:YJR111C; ";2,98;5;89;33,776
N10:636603;chr10;636530;636676;"+1:YJR111C; ";2,90;4;100;36,286
N10:636770;chr10;636697;636843;"0:YJR111C; -1:YJR112W; ";2,97;4;80,75;35,584
N10:636984;chr10;636911;637057;"-1:YJR111C; +1:YJR112W; ";2,95;3;100;3,786
N10:637147;chr10;637074;637220;"+2:YJR112W; ";2,96;3;100;3,215
N10:637320;chr10;637247;637393;"-1:YJR112W-A; +3:YJR112W; ";2,85;5;89;48,003
N10:637572;chr10;637499;637645;"0:YJR112W-A; ";2,90;4;100;36,286
N10:637726;chr10;637653;637799;"+1:YJR112W-A; ";1,95;5;100;49,348
N10:637887;chr10;637814;637960;"+2:YJR112W-A; ";2,80;4;100;28,74
N10:638050;chr10;637977;638123;"+3:YJR112W-A; ";2,95;4;100;28,687
N10:638241;chr10;638168;638314;"+4*:YJR112W-A; +5*:YJR113C; ";2,56;4;100;36,991
N10:638407;chr10;638334;638480;"+4:YJR113C; ";2,84;4;100;36,945
N10:638582;chr10;638509;638655;"+3:YJR113C; ";2,15;5;66,67;34,566
N10:638744;chr10;638671;638817;"+2:YJR113C; ";2,00;3;100;29,195
N10:638974;chr10;638901;639047;"0:YJR113C; ";2,15;3;92,33;18,903
N10:639259;chr10;639186;639332;"-1:YJR113C; +1:Unit363; ";4,00;5;100;31,204
N10:639536;chr10;639463;639609;"-1:YJR115W; -1:Unit363; ";2,49;3;75;13,115
N10:639686;chr10;639613;639759;"0:YJR115W; ";1,00;1;7;0
N10:639876;chr10;639803;639949;"+1:YJR115W; ";4,14;6;100;24,967
N10:640102;chr10;640029;640175;"+2:YJR115W; +2*:CUT698; ";2,19;4;70,5;36,624
N10:640278;chr10;640205;640351;"+3:YJR115W; +1:CUT698; ";2,56;3;100;12
N10:640440;chr10;640367;640513;"+4:YJR115W; -1:YJR116W; 0:CUT698; ";1,00;1;-2;0
N10:640589;chr10;640516;640662;"+5*:YJR115W; 0:YJR116W; -1:CUT698; ";2,21;5;67;47,316
N10:640867;chr10;640794;640940;"+2:YJR116W; +7*:SUT648; ";2,57;4;89,67;35,208
N10:641131;chr10;641058;641204;"+4:YJR116W; +5:SUT648; ";2,87;4;100;34,694
N10:641287;chr10;641214;641360;"+5:YJR116W; +4:SUT648; ";2,67;4;100;31,606
N10:641458;chr10;641385;641531;"+6:YJR116W; +3:SUT648; ";2,99;3;100;1,528
N10:641615;chr10;641542;641688;"-1:YJR117W; +7*:YJR116W; +2:SUT648; ";1,98;3;67,5;39,051
N10:641952;chr10;641879;642025;"+1:YJR117W; -1:SUT648; ";2,97;5;78;49,367
N10:642187;chr10;642114;642260;"+2:YJR117W; ";2,92;4;81,67;34,053
N10:642428;chr10;642355;642501;"+3:YJR117W; ";2,97;4;81,5;35,412
N10:642591;chr10;642518;642664;"+4:YJR117W; ";2,72;3;100;9,292
N10:642752;chr10;642679;642825;"+5:YJR117W; ";2,76;5;99;49,573
N10:642910;chr10;642837;642983;"+6:YJR117W; ";3,79;6;90,5;27,001
N10:643204;chr10;643131;643277;"+8*:YJR117W; -1:CUT220; ";3,62;5;99;18,908
N10:643606;chr10;643533;643679;"+3:YJR118C; +1:CUT220; ";2,34;4;89;38,664
N10:643847;chr10;643774;643920;"+2:YJR118C; +2:CUT220; ";2,98;3;100;2,646
N10:644013;chr10;643940;644086;"+17*:YJR119C; +1:YJR118C; +3:CUT220; ";2,89;3;79;5,774
N10:644283;chr10;644210;644356;"+15:YJR119C; -1:YJR118C; +5:CUT220; ";2,32;3;79;15,948
N10:644436;chr10;644363;644509;"+14:YJR119C; +6:CUT220; ";1,88;3;67;34,588
N10:644690;chr10;644617;644763;"+12:YJR119C; +8:CUT220; ";2,90;4;100;36,286
N10:645018;chr10;644945;645091;"+10:YJR119C; +10*:CUT220; ";2,74;4;92,67;29,125
N10:645176;chr10;645103;645249;"+9:YJR119C; ";2,81;4;100;27,743
N10:645367;chr10;645294;645440;"+8:YJR119C; ";2,61;6;97,25;51,548
N10:645518;chr10;645445;645591;"+7:YJR119C; ";1,99;4;100;54,025
N10:645771;chr10;645698;645844;"+5:YJR119C; ";2,99;3;100;1,155
N10:646023;chr10;645950;646096;"+3:YJR119C; ";2,91;3;96,33;5,132
N10:646180;chr10;646107;646253;"+2:YJR119C; ";1,93;3;13,5;38,657
N10:646349;chr10;646276;646422;"+1:YJR119C; ";2,86;4;100;30,128
N10:646544;chr10;646471;646617;"0:YJR119C; ";2,81;3;93;7,55
N10:646770;chr10;646697;646843;;1,02;3;100;60,335
N10:646943;chr10;646870;647016;;3,00;6;91,25;49,348
N10:647171;chr10;647098;647244;"-1:YJR120W; +1*:SUT649; -1:YJR121W; ";1,74;3;71,5;38,031
N10:647393;chr10;647320;647466;"+1:YJR120W; -1:SUT649; +1:YJR121W; ";2,20;5;85,33;33,061
N10:647724;chr10;647651;647797;"+3:YJR120W; +3:YJR121W; ";2,69;4;100;28,531
N10:647974;chr10;647901;648047;"+5:YJR120W; +5:YJR121W; ";2,00;3;67;40,706
N10:648134;chr10;648061;648207;"+6:YJR120W; +6:YJR121W; ";2,96;4;89,5;35,782
N10:648290;chr10;648217;648363;"+7:YJR120W; +7:YJR121W; ";2,92;4;57,5;35,543
N10:648447;chr10;648374;648520;"+8:YJR120W; +8:YJR121W; ";2,67;5;81,33;50,384
N10:648687;chr10;648614;648760;"+9:YJR120W; +9:YJR121W; ";2,17;5;78,33;32,229
N10:648990;chr10;648917;649063;"+11:YJR120W; +11:YJR121W; ";3,34;5;100;28,683
N10:649195;chr10;649122;649268;"+12:YJR120W; +12:YJR121W; ";1,00;3;100;41,581
N10:649406;chr10;649333;649479;"+13*:YJR120W; -1:YJR122W; +13*:YJR121W; ";2,19;5;56,33;34,761
N10:649641;chr10;649568;649714;"+1:YJR122W; ";2,59;4;100;34,01
N10:649890;chr10;649817;649963;"+3:YJR122W; ";2,97;4;100;36,419
N10:650070;chr10;649997;650143;"+4:YJR122W; ";2,91;3;100;5,292
N10:650323;chr10;650250;650396;"+6:YJR122W; ";2,78;5;99;39,342
N10:650506;chr10;650433;650579;"+7:YJR122W; ";3,87;4;100;32,607
N10:650662;chr10;650589;650735;"+8:YJR122W; +4*:CUT699; ";1,02;3;100;50,501
N10:650827;chr10;650754;650900;"+9:YJR122W; +3:CUT699; ";1,99;5;97,25;53,984
N10:650984;chr10;650911;651057;"+10:YJR122W; +2:CUT699; ";2,88;3;100;6,028
N10:651156;chr10;651083;651229;"+11*:YJR122W; +1:CUT699; ";2,04;4;100;35,302
N10:651483;chr10;651410;651556;"-1:YJR123W; -1:CUT699; ";1,14;3;65,67;42,099
N10:651678;chr10;651605;651751;"0:YJR123W; ";2,41;4;49,5;32,553
N10:651922;chr10;651849;651995;"+2:YJR123W; ";2,58;5;97,25;29,499
N10:652163;chr10;652090;652236;"+3:YJR123W; ";1,99;4;85,33;49,846
N10:652327;chr10;652254;652400;"+4:YJR123W; ";2,52;4;48;36,344
N10:652525;chr10;652452;652598;"+5*:YJR123W; ";1,95;4;67;55,645
N10:652780;chr10;652707;652853;"+9*:YJR124C; ";1,53;5;99;43,558
N10:652954;chr10;652881;653027;"+8:YJR124C; ";2,56;5;100;45,211
N10:653126;chr10;653053;653199;"+7:YJR124C; ";2,96;4;100;33,955
N10:653288;chr10;653215;653361;"+6:YJR124C; ";3,27;5;100;23,08
N10:653531;chr10;653458;653604;"+5:YJR124C; ";2,99;4;100;35,688
N10:653823;chr10;653750;653896;"+3:YJR124C; ";3,01;4;100;16,132
N10:654037;chr10;653964;654110;"+2:YJR124C; ";2,99;4;100;36,679
N10:654206;chr10;654133;654279;"+1:YJR124C; ";2,74;3;100;8,963
N10:654442;chr10;654369;654515;"-1:YJR124C; ";3,00;6;85,25;34,691
N10:654596;chr10;654523;654669;;1,65;2;-1;14,849
N10:654752;chr10;654679;654825;;2,96;3;100;3,464
N10:654914;chr10;654841;654987;"+7*:YJR125C; ";1,08;4;100;48,76
N10:655160;chr10;655087;655233;"+6:YJR125C; ";2,93;4;93,75;36,529
